Source	Target	Type	Value
P49023	Q13418	Weight	1.363200646791328
P28482	Q13464	Weight	-0.45239740511067583
P61586	Q13464	Weight	0.012511680523773874
P00533	Q13480	Weight	0.23931098215901228
P08581	Q13480	Weight	0.32323173898615754
P46108	Q13480	Weight	0.6316835870347546
P62993	Q13480	Weight	0.33611506593370044
Q06124	Q13480	Weight	-0.14864899118951336
Q13464	Q13480	Weight	0.9272419562646758
P45983	Q13485	Weight	0.003130366112785867
Q15796	Q13485	Weight	0.01092810933493961
Q15797	Q13485	Weight	1.8021293592886982
Q9UHD2	Q13501	Weight	0.8822797332745224
O14763	Q13546	Weight	1.823129661546305
Q13501	Q13546	Weight	0.9292279663221746
Q14790	Q13546	Weight	-0.26722666569295433
Q15628	Q13546	Weight	1.3002991797191332
Q9Y4K3	Q13568	Weight	1.941092427875971
Q14623	Q13635	Weight	0.014265567370465072
Q15465	Q13635	Weight	-0.012074846779944913
P22301	Q13651	Weight	0.6225464532946162
P00519	Q13671	Weight	0.510262268622394
P62070	Q13671	Weight	0.0043359010564988825
P46108	Q13905	Weight	0.012794942449106266
P17612	Q13972	Weight	0.01122939416248568
Q13114	Q14164	Weight	4.95656098012857
Q86WV6	Q14164	Weight	0.01839092728654765
Q9UHD2	Q14164	Weight	0.48176705164034894
P46108	Q14185	Weight	0.10683664102546721
P09769	Q14289	Weight	0.006169906007818483
P12931	Q14289	Weight	0.34607056262540675
P25101	Q14344	Weight	0.0475879674699127
P25116	Q14344	Weight	0.024934818314005437
P30556	Q14344	Weight	0.020400910922965178
P61073	Q14344	Weight	0.294975096970662
Q14164	Q14653	Weight	0.2504674256241733
Q8IUC6	Q14653	Weight	0.010218713645139045
Q9UHD2	Q14653	Weight	1.3927055418760723
O15519	Q14790	Weight	-0.009915978128231487
Q13158	Q14790	Weight	0.008819526623267883
O14511	Q15303	Weight	1.6052508481281254
O14944	Q15303	Weight	1.1229959273218997
P35070	Q15303	Weight	1.5498364019043462
P56975	Q15303	Weight	1.5185631713783747
Q02297	Q15303	Weight	1.5439275070899394
Q8WWG1	Q15303	Weight	1.4278916035849714
Q99075	Q15303	Weight	1.4674872663476877
P11233	Q15311	Weight	0.7349379251910653
P49815	Q15382	Weight	-0.8150750249262125
P19438	Q15628	Weight	0.19490840504082782
O43353	Q15750	Weight	0.23630316934384168
P51617	Q15750	Weight	0.02819737897549422
Q12933	Q15750	Weight	0.6651168440320673
Q9Y4K3	Q15750	Weight	0.6504269695235434
P28482	Q15796	Weight	0.776851914308826
P36897	Q15796	Weight	0.7538690323428078
P45983	Q15796	Weight	0.49110475189998687
Q8NER5	Q15796	Weight	0.810105926647747
P28482	Q15797	Weight	-0.4081672823972327
P36894	Q15797	Weight	0.9461683212998641
Q15796	Q15797	Weight	1.0437855976522292
P20783	Q16288	Weight	0.08558047364438394
O14733	Q16539	Weight	1.0801216749479672
O43318	Q16539	Weight	1.203930273706294
P43403	Q16539	Weight	0.3484518963233551
P45983	Q16539	Weight	0.18774904570866693
P46734	Q16539	Weight	0.999078455262695
P52564	Q16539	Weight	0.7881291676758032
Q02750	Q16539	Weight	0.3596546098917578
Q99683	Q16539	Weight	0.6096420019377612
P60953	Q16584	Weight	0.009603861764390912
P63000	Q16584	Weight	0.012217998125574017
Q9UPT6	Q16584	Weight	0.009625470666337177
P04637	Q16611	Weight	0.009696647300909474
P10415	Q16611	Weight	-0.0102453771287501
P55957	Q16611	Weight	0.009858993144509503
Q07817	Q16611	Weight	-0.009836368459394527
P20783	Q16620	Weight	0.2612148504017686
P23560	Q16620	Weight	0.13134686444232221
P34130	Q16620	Weight	0.4550295103817438
P28482	Q16665	Weight	1.154065858332333
Q96KS0	Q16665	Weight	-3.6391031671505765
Q9NPF7	Q5VWK5	Weight	0.018190387054577817
Q12933	Q5VWQ8	Weight	0.6095699719284818
P43405	Q6ZUJ8	Weight	0.01909066675867921
O95786	Q7Z434	Weight	0.01001759998526303
Q7Z434	Q86WV6	Weight	0.010334871023156863
O00206	Q86XR7	Weight	1.8677231733519202
O00206	Q8IUC6	Weight	2.208571561538459
Q86XR7	Q8IUC6	Weight	1.6207531124543562
P01106	Q8N726	Weight	-0.15621071012720372
O15169	Q8N752	Weight	0.5049156673750586
P08476	Q8NER5	Weight	1.669403957914197
Q96S42	Q8NER5	Weight	1.63764900650153
P41743	Q8TEW0	Weight	0.6216470071205978
P04629	Q8WU20	Weight	0.0098614711630325
P11362	Q8WU20	Weight	-0.01441626060942438
P43405	Q8WV28	Weight	0.6365617939845551
P01112	Q8WWW0	Weight	0.18289976125997956
P62070	Q8WWW0	Weight	0.021512899152149136
P62834	Q8WWW0	Weight	0.26609939440061475
P18848	Q92793	Weight	-0.09132099878152002
O15519	Q92851	Weight	-0.009926705302633551
Q13158	Q92851	Weight	0.0102707096825088
Q14790	Q92851	Weight	0.009697584805782587
Q96B86	Q92859	Weight	0.010011063334375623
P16070	Q92888	Weight	0.12470054020450151
P04049	Q92934	Weight	-0.009695991535640486
P17612	Q92934	Weight	-0.009696396975555542
P45983	Q92934	Weight	-0.010245653772679504
Q9Y243	Q92934	Weight	-0.009859035522363951
O43557	Q92956	Weight	1.1142451960010669
P01374	Q92956	Weight	0.9494879366793127
O15111	Q92985	Weight	0.6519103705472573
P51617	Q92985	Weight	0.16051222242818663
Q14164	Q92985	Weight	0.3959802557183514
Q9UHD2	Q92985	Weight	0.4909582708498621
Q9Y4K3	Q92985	Weight	0.27129517968907724
P45983	Q96J02	Weight	0.00983851900496392
P11233	Q96KP1	Weight	1.0196933010263451
P17252	Q96KS0	Weight	-7.619944035361576
P78536	Q99075	Weight	1.4956008029073566
O43318	Q99558	Weight	0.009814813781876666
P36941	Q99558	Weight	3.493175457991427
P41279	Q99558	Weight	0.2753488270408263
Q12933	Q99558	Weight	0.009639006399293352
Q12933	Q99683	Weight	0.4592029778857672
Q5VWQ8	Q99683	Weight	0.38077120862459246
Q9Y243	Q99683	Weight	-0.10910116248727507
Q96KS0	Q99814	Weight	5.336604685016631
P49407	Q99835	Weight	2.9487138715035943
Q13635	Q99835	Weight	-0.0056029282413325434
O00206	Q99836	Weight	0.2651301059782042
P14778	Q99836	Weight	0.9205563379244804
P09326	Q9BZW8	Weight	0.32278073519041167
Q05655	Q9H257	Weight	0.009702412282084604
Q14164	Q9NQC7	Weight	-8.952971717065996
Q13188	Q9NRM7	Weight	1.3388517442437784
P12931	Q9NRY4	Weight	0.01481179774621776
P01112	Q9NS23	Weight	1.3694919735501094
P01116	Q9NS23	Weight	0.6444377571699113
Q8WWW0	Q9NS23	Weight	0.5494843235193336
Q99836	Q9NWZ3	Weight	0.8912884214163603
Q9Y4K3	Q9NYJ8	Weight	0.2430074750324571
P16070	Q9NZN5	Weight	0.12368459884706022
Q14344	Q9NZN5	Weight	0.014239756377786116
O43318	Q9UBE8	Weight	0.011516112559965172
Q16539	Q9UBK2	Weight	1.1551945314444256
P17612	Q9UD71	Weight	1.9380255812229863
Q00535	Q9UD71	Weight	0.10862330852006963
Q13114	Q9UHD2	Weight	1.55746805644057
Q14164	Q9UHD2	Weight	0.2552217923091038
Q96KP1	Q9UHD2	Weight	0.9143473098279405
P35222	Q9UJU2	Weight	1.7373295786976917
Q13485	Q9UJU2	Weight	0.015261604473396577
Q9UBE8	Q9UJU2	Weight	0.27019545697429
P19174	Q9UKW4	Weight	0.00596118334148492
P29350	Q9UKW4	Weight	-0.881171230708575
P43405	Q9UKW4	Weight	0.28806444102862117
Q06124	Q9UKW4	Weight	-0.5699898549211646
Q13094	Q9UKW4	Weight	0.36276308449534816
O96014	Q9ULW2	Weight	1.317166746163275
P04628	Q9ULW2	Weight	1.2028851068268753
P41221	Q9ULW2	Weight	1.172315309262065
Q99835	Q9UMX1	Weight	-0.009764367188849411
P45983	Q9UPT6	Weight	0.4332742341875994
P43405	Q9UQC2	Weight	0.19407595913541245
P62993	Q9UQC2	Weight	1.619809703792717
Q06124	Q9UQC2	Weight	0.26495495140109687
O15530	Q9Y243	Weight	0.5115674750219843
P42336	Q9Y243	Weight	0.5365779190685372
P42345	Q9Y243	Weight	1.1706460164613766
Q05513	Q9Y243	Weight	0.15130632200098168
Q13418	Q9Y243	Weight	1.5851792239373765
O75914	Q9Y2X7	Weight	0.33788495702045185
O14640	Q9Y4D1	Weight	0.9785539432362762
O14920	Q9Y4H2	Weight	-0.011840471626407603
P06213	Q9Y4H2	Weight	0.32764038323817796
P45983	Q9Y4H2	Weight	-0.5256769986141827
P51617	Q9Y4K3	Weight	0.3104545205742537
Q13546	Q9Y4K3	Weight	1.0340399581040554
Q9NQC7	Q9Y4K3	Weight	-0.28987241374857153
Q9NWZ3	Q9Y4K3	Weight	0.013532186928178504
O43353	Q9Y6K9	Weight	0.016005439646032717
Q13546	Q9Y6K9	Weight	0.01493923952353863
Q9Y4K3	Q9Y6K9	Weight	-0.839178658814578
O75093	Q9Y6N7	Weight	0.010022148608901662
O75094	Q9Y6N7	Weight	0.009713985623453625
O94813	Q9Y6N7	Weight	0.009724281433795156
P00519	Q9Y6N7	Weight	-0.009904272150338287
O14788	Q9Y6Q6	Weight	0.7545569860859566
O00206		Bias	-0.005585427289384543
O14492		Bias	0.021727432889364136
O14511		Bias	0.011471148434318595
O14640		Bias	-0.030481719107191968
O14727		Bias	5.414221670787528e-07
O14733		Bias	-0.21449407552713998
O14763		Bias	-0.023042591974143094
O14788		Bias	-0.0018080035135781033
O14920		Bias	-0.49287153640314474
O14944		Bias	0.009004950768417865
O15111		Bias	-0.314689366404216
O15169		Bias	0.3739486820390953
O15211		Bias	-0.02718518419513288
O15350		Bias	-0.338059970880693
O15519		Bias	-0.009363130961749594
O15530		Bias	-0.02214365421607645
O43318		Bias	-0.03210013785400977
O43353		Bias	-0.1972576627251636
O43521		Bias	1.061800778831478e-10
O43524		Bias	1.704639460711001
O43557		Bias	0.012847061842103
O43561		Bias	-0.14470975471501865
O43914		Bias	-0.0023686856031148716
O60674		Bias	-0.10006016527611294
O60716		Bias	0.12912182161895494
O60880		Bias	-0.0070045889341054535
O75030		Bias	1.2414454889297262
O75044		Bias	-0.23536203533589445
O75093		Bias	-1.0666341288058272e-08
O75094		Bias	-1.1865290903750583e-08
O75326		Bias	0.05809614206968739
O75582		Bias	-0.45649691916345575
O75914		Bias	0.17754165821843715
O94813		Bias	-3.1626683699416225e-08
O95644		Bias	1.375002281201271
O95786		Bias	-0.0032217659046431396
O96014		Bias	-0.01078138446504846
P00519		Bias	0.03310801859580462
P00533		Bias	-0.15521526109316153
P00734		Bias	0.018247126616546868
P01019		Bias	-0.022977701037828598
P01042		Bias	0.005390723493771875
P01100		Bias	-0.11973160264928664
P01106		Bias	0.004389281805015015
P01112		Bias	0.12569294579029555
P01116		Bias	-0.013886086836077824
P01133		Bias	-0.004475190654264601
P01135		Bias	-0.0005915767165200946
P01137		Bias	-0.005391990995212809
P01138		Bias	9.146354210910006e-05
P01178		Bias	-0.014734687868291461
P01189		Bias	-6.30531292034357e-09
P01213		Bias	3.5746155586953566e-08
P01215		Bias	-0.00170334304381919
P01236		Bias	0.0007533431719678947
P01270		Bias	0.00031749231216568637
P01308		Bias	0.08011362923748179
P01344		Bias	0.08839638127575201
P01350		Bias	-0.014150468474857536
P01374		Bias	-7.97734567051034e-05
P01375		Bias	0.01734744620910365
P01562		Bias	0.0555844063117703
P01574		Bias	-0.01845406888296441
P01579		Bias	-0.005030667015899136
P01583		Bias	0.022980427706495322
P01584		Bias	-0.00030653799487675147
P01730		Bias	-2.854811642593544e-05
P01889		Bias	0.0456629926510923
P02452		Bias	-0.017563941008087947
P02751		Bias	-0.05545943343725559
P03372		Bias	-0.2589493338382574
P04049		Bias	-0.19027033632770682
P04085		Bias	0.05729481224347544
P04196		Bias	0.04130489102473798
P04439		Bias	0.052877429609835665
P04626		Bias	-0.15101455093897287
P04628		Bias	0.008505510709242055
P04629		Bias	-0.060431864785791455
P04637		Bias	0.49265995142770275
P05019		Bias	-0.009212491356919464
P05112		Bias	0.6066522947595847
P05198		Bias	0.0736921184366279
P05230		Bias	0.00014997123410483867
P05305		Bias	-0.01572615592491756
P05412		Bias	-0.22621341615697654
P05556		Bias	-0.0627324739068845
P06213		Bias	-0.15600428441755132
P06239		Bias	-0.012420948803139655
P06241		Bias	0.017982802281654383
P06307		Bias	-0.005989609599884833
P06400		Bias	0.22364761922172083
P07333		Bias	-0.15716050283139707
P07585		Bias	-0.003994042094744108
P08047		Bias	0.012341161347277963
P08069		Bias	0.0016658089863602556
P08151		Bias	-0.24102304134759953
P08311		Bias	-0.02440913989473058
P08476		Bias	-0.0029355041974753063
P08581		Bias	0.022134951188222927
P08648		Bias	0.08727027510460078
P08700		Bias	-0.0015012724383671365
P09038		Bias	-0.00013118913024471698
P09326		Bias	1.1675838389382423e-05
P09603		Bias	-0.0026758638255647256
P09769		Bias	-0.007504922724928698
P10071		Bias	1.3749598069418072
P10321		Bias	0.05229240581651342
P10398		Bias	-0.1317891061278619
P10415		Bias	8.055120879303043e-11
P10586		Bias	0.010165647280653644
P10721		Bias	-0.07853846745815643
P10747		Bias	-0.00016859075515277694
P10828		Bias	-0.024931388341172218
P11233		Bias	0.011414397559381987
P11362		Bias	0.07095889598404892
P11802		Bias	0.8940994944277834
P12272		Bias	0.0008787556004750983
P12643		Bias	-0.000531603417965082
P12644		Bias	-0.0018627337924592717
P12830		Bias	0.08197338488677482
P12931		Bias	-0.15402073305342892
P13501		Bias	1.445580391811499e-08
P14210		Bias	0.09253405043665115
P14778		Bias	0.00978438047610466
P14921		Bias	0.012341151324608885
P15018		Bias	0.002962649852474183
P15056		Bias	-0.08019785996673442
P15260		Bias	0.03591549089247917
P15336		Bias	0.008418471544665096
P15514		Bias	0.035426003325100416
P15692		Bias	-3.079804416410059e-06
P15923		Bias	-0.09311026509502507
P16070		Bias	-0.09880457192173804
P16220		Bias	-0.18918429317079027
P16234		Bias	-0.2545866659469809
P16471		Bias	-0.020895595549116516
P16473		Bias	0.02590718736682204
P16619		Bias	-5.083852164339848e-08
P17181		Bias	0.025046690447510088
P17252		Bias	-0.18330606573546054
P17535		Bias	-0.16974910174608146
P17612		Bias	-0.00384475242254484
P18848		Bias	0.4930616300451622
P19174		Bias	-0.03368288258307744
P19419		Bias	-0.21992018267243202
P19438		Bias	-0.40053361852191693
P19838		Bias	-0.14368726628717127
P20333		Bias	-0.0072402782043085485
P20749		Bias	0.37066158438433144
P20783		Bias	-0.0038703699773854966
P20827		Bias	0.0905578348244972
P20936		Bias	0.08065673401880791
P20963		Bias	-0.014470091843998865
P21333		Bias	-0.004762730534705829
P21583		Bias	-0.024125247515235836
P21802		Bias	0.06809204413519204
P21860		Bias	-0.189574903541891
P22301		Bias	-0.0009125417347787843
P22607		Bias	-0.0001935503757715135
P22681		Bias	0.14578240154096098
P22736		Bias	0.36987174868758493
P23443		Bias	-0.2773942052253963
P23458		Bias	0.039841031699221874
P23560		Bias	-0.0008909011441935237
P24385		Bias	0.9348318383365151
P24394		Bias	-1.1322391395876017
P24530		Bias	7.327097576573356e-05
P25101		Bias	0.06847335970184201
P25116		Bias	0.05075925055331508
P25963		Bias	0.27332845129557165
P26447		Bias	-0.42313484186040917
P28324		Bias	-0.18276476586216878
P28347		Bias	0.02027883970726644
P28482		Bias	0.033237891465732305
P29317		Bias	-0.06833051792796657
P29350		Bias	0.20147059160213365
P29459		Bias	0.01531908957516143
P29597		Bias	-0.1790352307630552
P30411		Bias	0.07214903152923488
P30530		Bias	-0.0002303189741300727
P30556		Bias	0.06647891386894701
P30559		Bias	0.055517412411874544
P30874		Bias	7.205114184209795e-05
P31431		Bias	-0.0899596420699619
P32238		Bias	0.055852132294157746
P32239		Bias	0.05820162072123887
P32927		Bias	-0.036330975329656866
P33681		Bias	1.8986265412196857e-05
P34130		Bias	-0.016478329971128164
P35070		Bias	-3.5109654573267224e-05
P35222		Bias	0.09742403620813593
P35372		Bias	7.523883273191584e-05
P35568		Bias	0.21889131814423807
P35638		Bias	-0.1045781781700266
P35968		Bias	-0.33439711631544716
P36507		Bias	0.020117791432776873
P36888		Bias	-0.18072635088829003
P36894		Bias	-0.04966886110320099
P36897		Bias	-0.09379001707366116
P36941		Bias	-0.5535440353051216
P37173		Bias	-0.003789295629005088
P40189		Bias	0.009121459752059894
P40763		Bias	0.0008003224829575002
P41143		Bias	7.16978360659927e-05
P41159		Bias	0.0020458781716797612
P41221		Bias	-0.0062336326556011205
P41279		Bias	0.12314581792042247
P41743		Bias	-0.05009803064295355
P42081		Bias	1.0381905290594824e-05
P42224		Bias	-0.08642284492736929
P42226		Bias	-0.5005433745063887
P42229		Bias	-0.06559956321539556
P42336		Bias	-0.23650402611186663
P42345		Bias	-0.05615657436923752
P42574		Bias	-0.009761439683534729
P42701		Bias	-0.01691779372446134
P42773		Bias	0.06350072347554724
P43403		Bias	0.003894950167975537
P43405		Bias	0.00944721485421785
P43626		Bias	0.014404744793628346
P43628		Bias	0.029299009860519292
P43629		Bias	0.018086702607517904
P45983		Bias	-0.08355949780909325
P45984		Bias	0.032248709568556334
P45985		Bias	-0.04190457023280901
P46108		Bias	-0.011282507119640794
P46527		Bias	0.8690894415481212
P46663		Bias	0.060554669376757214
P46734		Bias	0.09130314732460855
P46937		Bias	0.6678733675773496
P46940		Bias	-0.008358534349646072
P48061		Bias	-0.0031784439177932606
P48357		Bias	-0.012717453722988591
P48436		Bias	-0.2310754483563642
P49023		Bias	-0.15016233133045268
P49116		Bias	-0.5528303539337088
P49407		Bias	-0.038961099626838476
P49715		Bias	1.3148209626447023
P49771		Bias	-4.826004368372257e-05
P49815		Bias	0.5272738561039251
P49841		Bias	-0.006582332062874091
P50148		Bias	-0.061391882828510984
P50591		Bias	-0.006272383301518131
P51617		Bias	-0.23501388787048683
P51681		Bias	7.59295274947521e-05
P52564		Bias	0.08899338350350927
P52565		Bias	-0.0007527606754145625
P52630		Bias	-0.03417207130962245
P52735		Bias	-0.057375281073326616
P55211		Bias	0.00010634864030268042
P55957		Bias	2.6429403959449707e-10
P56945		Bias	0.20798950110964573
P56975		Bias	-0.004936677729593975
P60953		Bias	0.16814381550782367
P61073		Bias	0.0806250651780329
P61244		Bias	0.008418475828316875
P61278		Bias	-4.874812120157584e-08
P61586		Bias	-0.07266714098888112
P61812		Bias	0.010883764825848628
P62070		Bias	-0.021993901778748555
P62136		Bias	1.9434676610381976
P62834		Bias	-0.008383906699422591
P62993		Bias	-0.7239701325987643
P63000		Bias	-0.04215115020194134
P63096		Bias	7.072115402470975e-05
P78536		Bias	-0.005975256650241176
P80075		Bias	2.5948512641134153e-08
P98077		Bias	-0.0354082380760594
P98177		Bias	1.3576466498454434
P99999		Bias	1.327932761431203e-06
Q00535		Bias	0.15594785056063412
Q00653		Bias	-0.32303921118816226
Q00978		Bias	-0.23011689480525213
Q00987		Bias	0.4564043018453933
Q01094		Bias	1.314793879789242
Q01201		Bias	-0.37227972313912344
Q02297		Bias	0.03298942280684531
Q02750		Bias	0.031356111915619406
Q03431		Bias	-0.00555859359556561
Q04206		Bias	-0.4246800230196641
Q04864		Bias	-0.10936967130333784
Q05397		Bias	-0.30694852236273706
Q05513		Bias	-0.10442399870300126
Q05655		Bias	-0.1269227103890515
Q06124		Bias	-0.119219588481101
Q06187		Bias	-6.158598051878657e-05
Q06413		Bias	0.008418477159114951
Q06643		Bias	-0.0023709308096597718
Q07812		Bias	1.291691169655514e-08
Q07817		Bias	5.3703051990780765e-11
Q07869		Bias	0.012724130452815507
Q07889		Bias	-0.3240785652130019
Q12778		Bias	1.3576419686384418
Q12933		Bias	-0.06956190040491529
Q12967		Bias	0.009351431202134533
Q13009		Bias	0.03612710588853529
Q13094		Bias	0.04140447566238534
Q13105		Bias	1.3188949665189544
Q13114		Bias	-0.10347308157315593
Q13131		Bias	-0.2713670528908845
Q13153		Bias	-0.0392092892990839
Q13158		Bias	0.003970588304319259
Q13164		Bias	0.48729293463618156
Q13188		Bias	-0.012199431160304492
Q13233		Bias	-0.051453443456266
Q13322		Bias	0.011223595077283124
Q13418		Bias	-0.1668351172910176
Q13464		Bias	0.22083578781300062
Q13480		Bias	0.015617896804669682
Q13485		Bias	-0.16360880156355456
Q13501		Bias	-0.02153764074634852
Q13546		Bias	-0.05284973624724621
Q13568		Bias	-0.011871535466705514
Q13635		Bias	-0.014223909982611357
Q13651		Bias	-0.11940853935302564
Q13671		Bias	-0.009499668592692103
Q13905		Bias	-0.01496276123636415
Q13972		Bias	0.005143821020393353
Q14005		Bias	-5.3312827790528164e-08
Q14164		Bias	-0.07949821352864893
Q14185		Bias	-0.02606657389678541
Q14289		Bias	0.06552056523201583
Q14344		Bias	0.11382311022688146
Q14393		Bias	-4.115990071815387e-08
Q14623		Bias	2.0587306658393282e-07
Q14653		Bias	-0.036181892102959516
Q14790		Bias	-0.01301278513775301
Q15303		Bias	-0.0135096399656483
Q15311		Bias	-0.018919936763986542
Q15382		Bias	0.3084416288495468
Q15465		Bias	-4.612959460305803e-07
Q15628		Bias	-0.4182309427684551
Q15750		Bias	-0.5026834335308928
Q15796		Bias	-0.08317778602452833
Q15797		Bias	0.015662371393940444
Q16288		Bias	-0.11257510991740961
Q16539		Bias	-0.20502969653785522
Q16584		Bias	-0.04118483305641581
Q16611		Bias	1.3658725837719125e-08
Q16620		Bias	-0.1977860097374906
Q16665		Bias	0.3555171142859853
Q5VWK5		Bias	-0.24679231746374697
Q5VWQ8		Bias	-0.34543656288124874
Q6ZMJ4		Bias	-0.008539650067590585
Q6ZUJ8		Bias	-0.02685994099254392
Q7Z434		Bias	-0.010242895244604523
Q7Z4P5		Bias	-0.0030285965431128773
Q86WV6		Bias	-0.02659851013711772
Q86XR7		Bias	0.0024162847488634156
Q8IUC6		Bias	-0.013410654138613072
Q8N726		Bias	-0.48288016022396935
Q8N752		Bias	0.08401429430909056
Q8NER5		Bias	0.025904721655055828
Q8NHW4		Bias	8.458936922532016e-09
Q8TEW0		Bias	-0.005036720504738453
Q8WU20		Bias	-0.0589355392634651
Q8WV28		Bias	0.027397096020489488
Q8WWG1		Bias	-0.018201595722070966
Q8WWW0		Bias	-0.10512836286962304
Q92793		Bias	0.48350064874417104
Q92851		Bias	-0.0012072439990688554
Q92859		Bias	-0.011806665827939683
Q92888		Bias	0.05917233346054171
Q92934		Bias	-1.3426357723816855e-14
Q92956		Bias	-0.02904905585149956
Q92985		Bias	-0.059618751050385686
Q96A98		Bias	1.3416334381051648e-06
Q96B86		Bias	-8.188569364751326e-08
Q96J02		Bias	-1.3806050511102558e-05
Q96KP1		Bias	0.014049181277485029
Q96KS0		Bias	0.20563207008989753
Q96S42		Bias	0.007298332042750794
Q99075		Bias	-0.012458024084982365
Q99558		Bias	-0.12188390991272102
Q99683		Bias	0.06987390124454451
Q99814		Bias	0.2689121893003937
Q99835		Bias	-0.026252341202655464
Q99836		Bias	0.002146383985247559
Q9BZW8		Bias	-0.04754593899962908
Q9GZV9		Bias	-0.0006478185265710737
Q9H257		Bias	0.0015156962983124789
Q9NPF7		Bias	-0.0015421169959029958
Q9NQC7		Bias	0.039574752718582754
Q9NRM7		Bias	-0.006194045772811695
Q9NRY4		Bias	0.0379221063833194
Q9NS23		Bias	-0.033338369089090845
Q9NSA1		Bias	0.0008375225163512818
Q9NT99		Bias	0.0474966070622149
Q9NWZ3		Bias	-0.01582460233083191
Q9NYJ8		Bias	-0.21143326317118027
Q9NZN5		Bias	0.06326607514106514
Q9UBE8		Bias	-0.21752763598964803
Q9UBK2		Bias	-0.09689778169062634
Q9UD71		Bias	0.06140134574992084
Q9UHD2		Bias	0.008784649908104146
Q9UJU2		Bias	-0.0916296121744238
Q9UKW4		Bias	-0.02876178939084588
Q9ULW2		Bias	-0.019293324476111283
Q9UMX1		Bias	-0.15290451655523724
Q9UPT6		Bias	-0.23106165209735027
Q9UQC2		Bias	0.07753515877215196
Q9Y243		Bias	-0.052062331330124584
Q9Y2X7		Bias	0.19172737891401326
Q9Y4D1		Bias	0.05049890646870299
Q9Y4H2		Bias	-0.03819515123396326
Q9Y4K3		Bias	0.025692399587995286
Q9Y6K9		Bias	-0.17556862448765384
Q9Y6N7		Bias	-0.014737065735710585
Q9Y6Q6		Bias	0.0590510461259496
O15350		Projection	1.2
O43524		Projection	1.2
O75030		Projection	1.2
O95644		Projection	1.2
P01100		Projection	1.2
P01106		Projection	1.2
P03372		Projection	1.2
P04637		Projection	1.2
P05412		Projection	1.2
P08047		Projection	1.2
P08151		Projection	1.2
P10071		Projection	1.2
P10828		Projection	1.2
P14921		Projection	1.2
P15336		Projection	1.2
P15923		Projection	1.2
P16220		Projection	1.2
P17535		Projection	1.2
P18848		Projection	1.2
P19419		Projection	1.2
P19838		Projection	1.2
P20749		Projection	1.2
P22736		Projection	1.2
P25963		Projection	1.2
P28324		Projection	1.2
P28347		Projection	1.2
P35638		Projection	1.2
P40763		Projection	1.2
P42224		Projection	1.2
P42226		Projection	1.2
P42229		Projection	1.2
P48436		Projection	1.2
P49715		Projection	1.2
P52630		Projection	1.2
P61244		Projection	1.2
P98177		Projection	1.2
Q00653		Projection	1.2
Q00978		Projection	1.2
Q01094		Projection	1.2
Q01201		Projection	1.2
Q04206		Projection	1.2
Q04864		Projection	1.2
Q06413		Projection	1.2
Q07869		Projection	1.2
Q12778		Projection	1.2
Q13105		Projection	1.2
Q13485		Projection	1.2
Q13568		Projection	1.2
Q14653		Projection	1.2
Q15796		Projection	1.2
Q15797		Projection	1.2
Q16665		Projection	1.2
Q92985		Projection	1.2
Q99814		Projection	1.2
Q9UJU2		Projection	1.2
O14511		Input	3.0
O14788		Input	3.0
O14944		Input	3.0
O43557		Input	3.0
O75093		Input	3.0
O75094		Input	3.0
O75326		Input	3.0
O94813		Input	3.0
O96014		Input	3.0
P00734		Input	3.0
P01019		Input	3.0
P01042		Input	3.0
P01133		Input	3.0
P01135		Input	3.0
P01137		Input	3.0
P01138		Input	3.0
P01178		Input	3.0
P01189		Input	3.0
P01213		Input	3.0
P01215		Input	3.0
P01236		Input	3.0
P01270		Input	3.0
P01308		Input	3.0
P01344		Input	3.0
P01350		Input	3.0
P01374		Input	3.0
P01375		Input	3.0
P01562		Input	3.0
P01574		Input	3.0
P01579		Input	3.0
P01583		Input	3.0
P01584		Input	3.0
P01889		Input	3.0
P02452		Input	3.0
P02751		Input	3.0
P04085		Input	3.0
P04196		Input	3.0
P04439		Input	3.0
P04628		Input	3.0
P05019		Input	3.0
P05112		Input	3.0
P05230		Input	3.0
P05305		Input	3.0
P06307		Input	3.0
P07585		Input	3.0
P08311		Input	3.0
P08476		Input	3.0
P08700		Input	3.0
P09038		Input	3.0
P09326		Input	3.0
P09603		Input	3.0
P10321		Input	3.0
P10586		Input	3.0
P12272		Input	3.0
P12643		Input	3.0
P12644		Input	3.0
P13501		Input	3.0
P14210		Input	3.0
P15018		Input	3.0
P15514		Input	3.0
P15692		Input	3.0
P16619		Input	3.0
P20783		Input	3.0
P20827		Input	3.0
P21583		Input	3.0
P22301		Input	3.0
P23560		Input	3.0
P29459		Input	3.0
P33681		Input	3.0
P34130		Input	3.0
P35070		Input	3.0
P41159		Input	3.0
P41221		Input	3.0
P42081		Input	3.0
P43405		Input	3.0
P48061		Input	3.0
P49771		Input	3.0
P50591		Input	3.0
P56975		Input	3.0
P61278		Input	3.0
P61812		Input	3.0
P78536		Input	3.0
P80075		Input	3.0
Q02297		Input	3.0
Q06643		Input	3.0
Q14005		Input	3.0
Q14393		Input	3.0
Q14623		Input	3.0
Q15465		Input	3.0
Q6ZMJ4		Input	3.0
Q7Z4P5		Input	3.0
Q8NHW4		Input	3.0
Q8WWG1		Input	3.0
Q96A98		Input	3.0
Q96B86		Input	3.0
Q96S42		Input	3.0
Q99075		Input	3.0
